method,run,seed,last_reward_epoch,final_reward_iter,final_reward_iter_std,last_success_epoch,final_cube_success_rate,final_cube_success_rate_std,last20_reward_mean,last20_reward_mean_std,last20_cube_success_rate_mean,last20_cube_success_rate_mean_std,best_reward_iter,best_reward_iter_std,best_cube_success_rate,best_cube_success_rate_std,event_file
no_tracking,franka_cube_baseline_A_histseed_2557f3e_20260612_0922,1781139395,597,13044.794921875,,597,0.8188323974609375,,13067.344921875,,0.827878189086914,,13224.6845703125,,0.8662261962890625,,/tmp/franka_compare_tracking_vs_baseline/baseline/summaries/events.out.tfevents.1781255082.batch-block7-01489
tracking_loss,franka_cube_trackloss_default_b7e04f0_seed1_20260612_1042,1,586,2861.819580078125,,586,0.00394439697265625,,2982.7873779296874,,0.0034332275390625,,3223.97216796875,,0.00527191162109375,,/tmp/franka_compare_tracking_vs_baseline/tracking/seed1/summaries/events.out.tfevents.1781292087.batch-block7-02946
tracking_loss,franka_cube_trackloss_default_b7e04f0_seed2_20260612_1042,2,589,13217.1396484375,,589,0.8365097045898438,,13253.993115234374,,0.8215015411376954,,13463.0869140625,,0.8510284423828125,,/tmp/franka_compare_tracking_vs_baseline/tracking/seed2/summaries/events.out.tfevents.1781292087.batch-block7-01618
tracking_loss,franka_cube_trackloss_default_b7e04f0_seed3_20260612_1042,3,571,11416.154296875,,571,0.7309417724609375,,10772.606298828125,,0.6451385498046875,,11416.154296875,,0.7309417724609375,,/tmp/franka_compare_tracking_vs_baseline/tracking/seed3/summaries/events.out.tfevents.1781292113.batch-block5-00086
tracking_loss,franka_cube_trackloss_default_b7e04f0_seed4_20260612_1042,4,585,2525.54638671875,,585,0.00415802001953125,,2493.2802734375,,0.002837371826171875,,2708.623046875,,0.0045623779296875,,/tmp/franka_compare_tracking_vs_baseline/tracking/seed4/summaries/events.out.tfevents.1781292121.batch-block5-00290
tracking_loss,franka_cube_trackloss_default_b7e04f0_seed5_20260612_1042,5,585,12558.5869140625,,585,0.79443359375,,12635.57412109375,,0.7829948425292969,,12813.43359375,,0.813507080078125,,/tmp/franka_compare_tracking_vs_baseline/tracking/seed5/summaries/events.out.tfevents.1781292111.batch-block5-01188
tracking_loss_mean,tracking_loss_seeds_1_to_5_mean,1-5,571,8515.849365234375,4789.768439037342,571,0.47399749755859377,0.385178868687985,8427.648237304687,4719.370855167263,0.4511811065673828,0.370498943878807,8725.05400390625,4751.1086525483,0.48106231689453127,0.3907077932355411,/tmp/franka_compare_tracking_vs_baseline/tracking/seed1/summaries/events.out.tfevents.1781292087.batch-block7-02946;/tmp/franka_compare_tracking_vs_baseline/tracking/seed2/summaries/events.out.tfevents.1781292087.batch-block7-01618;/tmp/franka_compare_tracking_vs_baseline/tracking/seed3/summaries/events.out.tfevents.1781292113.batch-block5-00086;/tmp/franka_compare_tracking_vs_baseline/tracking/seed4/summaries/events.out.tfevents.1781292121.batch-block5-00290;/tmp/franka_compare_tracking_vs_baseline/tracking/seed5/summaries/events.out.tfevents.1781292111.batch-block5-01188
